YYYY MM DD hh  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2004 10 04 06 999 99.0 99.0  2.00 14.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 04 07 999 99.0 99.0  2.00 14.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 04 08 999 99.0 99.0  1.80 14.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 04 09 999 99.0 99.0  2.00 12.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 04 10 999 99.0 99.0  1.90 14.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 04 11 999 99.0 99.0  1.70 13.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 04 12 999 99.0 99.0  1.70 13.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 04 13 999 99.0 99.0  1.70 14.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 04 14 999 99.0 99.0  1.70 14.00 99.00 999 9999.0 999.0  27.3 999.0 99.0 99.00
2004 10 04 15 999 99.0 99.0  1.60 14.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 04 16 999 99.0 99.0  1.80 13.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 04 18 999 99.0 99.0  2.00 13.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 04 19 999 99.0 99.0  2.10 13.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 04 21 999 99.0 99.0  2.30 12.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 04 22 999 99.0 99.0  2.30 14.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 04 23 999 99.0 99.0  2.40 12.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 05 00 999 99.0 99.0  2.30 11.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 05 01 999 99.0 99.0  2.40 14.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 05 02 999 99.0 99.0  2.00 13.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 05 03 999 99.0 99.0  2.10 13.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 05 04 999 99.0 99.0  2.10 12.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 05 05 999 99.0 99.0  2.20 12.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 05 06 999 99.0 99.0  1.80 12.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 05 07 999 99.0 99.0  2.10 10.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 05 08 999 99.0 99.0  2.10  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 05 09 999 99.0 99.0  2.20  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 05 10 999 99.0 99.0  2.00  8.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 05 11 999 99.0 99.0  2.00  9.00 99.00 999 9999.0 999.0  27.1 999.0 99.0 99.00
2004 10 05 12 999 99.0 99.0  2.00  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 05 13 999 99.0 99.0  1.90  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 05 14 999 99.0 99.0  1.80  9.00 99.00 999 9999.0 999.0  27.1 999.0 99.0 99.00
2004 10 05 15 999 99.0 99.0  2.00  8.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 05 16 999 99.0 99.0  1.90  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 05 17 999 99.0 99.0  2.00 12.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 05 18 999 99.0 99.0  2.00  8.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 05 19 999 99.0 99.0  2.00  8.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 05 20 999 99.0 99.0  2.10  8.00 99.00 999 9999.0 999.0  27.1 999.0 99.0 99.00
2004 10 05 21 999 99.0 99.0  2.20  8.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 05 22 999 99.0 99.0  2.10 10.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 05 23 999 99.0 99.0  2.10  8.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 06 00 999 99.0 99.0  2.40  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 06 01 999 99.0 99.0  2.20 12.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 06 02 999 99.0 99.0  2.10  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 06 03 999 99.0 99.0  2.00 10.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 06 04 999 99.0 99.0  2.10 11.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 06 05 999 99.0 99.0  2.00 10.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 06 06 999 99.0 99.0  2.00  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 06 07 999 99.0 99.0  1.90 11.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 06 08 999 99.0 99.0  1.80  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 06 09 999 99.0 99.0  1.80 10.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 06 10 999 99.0 99.0  1.90 10.00 99.00 999 9999.0 999.0  27.1 999.0 99.0 99.00
2004 10 06 11 999 99.0 99.0  2.10  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 06 12 999 99.0 99.0  1.90  9.00 99.00 999 9999.0 999.0  27.1 999.0 99.0 99.00
2004 10 06 13 999 99.0 99.0  2.00 11.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 06 14 999 99.0 99.0  2.00 10.00 99.00 999 9999.0 999.0  27.1 999.0 99.0 99.00
2004 10 06 15 999 99.0 99.0  2.00 10.00 99.00 999 9999.0 999.0  27.1 999.0 99.0 99.00
2004 10 06 16 999 99.0 99.0  2.00 10.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 06 17 999 99.0 99.0  1.90  8.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 06 18 999 99.0 99.0  1.80  9.00 99.00 999 9999.0 999.0  27.1 999.0 99.0 99.00
2004 10 06 19 999 99.0 99.0  2.00  9.00 99.00 999 9999.0 999.0  27.0 999.0 99.0 99.00
2004 10 06 20 999 99.0 99.0  2.00  9.00 99.00 999 9999.0 999.0  27.1 999.0 99.0 99.00
2004 10 06 21 999 99.0 99.0  1.90  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 06 22 999 99.0 99.0  1.80  7.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 06 23 999 99.0 99.0  1.90  8.00 99.00 999 9999.0 999.0  27.1 999.0 99.0 99.00
2004 10 07 00 999 99.0 99.0  1.90  8.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 07 01 999 99.0 99.0  1.70  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 07 02 999 99.0 99.0  1.80  8.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 07 03 999 99.0 99.0  1.80  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 07 04 999 99.0 99.0  1.70  8.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 07 05 999 99.0 99.0  1.80  8.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 07 06 999 99.0 99.0  1.60  8.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 07 07 999 99.0 99.0  1.80  8.00 99.00 999 9999.0 999.0  27.1 999.0 99.0 99.00
2004 10 07 08 999 99.0 99.0  1.80  8.00 99.00 999 9999.0 999.0  27.1 999.0 99.0 99.00
2004 10 07 09 999 99.0 99.0  1.80  8.00 99.00 999 9999.0 999.0  27.1 999.0 99.0 99.00
2004 10 07 10 999 99.0 99.0  1.80  8.00 99.00 999 9999.0 999.0  27.1 999.0 99.0 99.00
2004 10 07 11 999 99.0 99.0  1.70  8.00 99.00 999 9999.0 999.0  27.0 999.0 99.0 99.00
2004 10 07 12 999 99.0 99.0  1.60  7.00 99.00 999 9999.0 999.0  27.1 999.0 99.0 99.00
2004 10 07 13 999 99.0 99.0  1.50  8.00 99.00 999 9999.0 999.0  27.1 999.0 99.0 99.00
2004 10 07 14 999 99.0 99.0  1.60  7.00 99.00 999 9999.0 999.0  27.0 999.0 99.0 99.00
2004 10 07 15 999 99.0 99.0  1.40  8.00 99.00 999 9999.0 999.0  27.0 999.0 99.0 99.00
2004 10 07 16 999 99.0 99.0  1.60  8.00 99.00 999 9999.0 999.0  27.0 999.0 99.0 99.00
2004 10 07 17 999 99.0 99.0  1.60  8.00 99.00 999 9999.0 999.0  27.0 999.0 99.0 99.00
2004 10 07 18 999 99.0 99.0  1.60  9.00 99.00 999 9999.0 999.0  27.1 999.0 99.0 99.00
2004 10 07 19 999 99.0 99.0  1.50  8.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 07 20 999 99.0 99.0  1.50  8.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 07 21 999 99.0 99.0  1.60  8.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 07 22 999 99.0 99.0  1.60  8.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 07 23 999 99.0 99.0  1.60  8.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 08 00 999 99.0 99.0  1.40  7.00 99.00 999 9999.0 999.0  27.3 999.0 99.0 99.00
2004 10 08 01 999 99.0 99.0  1.50  8.00 99.00 999 9999.0 999.0  27.3 999.0 99.0 99.00
2004 10 08 02 999 99.0 99.0  1.40  9.00 99.00 999 9999.0 999.0  27.3 999.0 99.0 99.00
2004 10 08 03 999 99.0 99.0  1.40  8.00 99.00 999 9999.0 999.0  27.3 999.0 99.0 99.00
2004 10 08 04 999 99.0 99.0  1.30  8.00 99.00 999 9999.0 999.0  27.3 999.0 99.0 99.00
2004 10 08 05 999 99.0 99.0  1.30  8.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 08 06 999 99.0 99.0  1.40  8.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 08 07 999 99.0 99.0  1.20  8.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 08 08 999 99.0 99.0  1.20  7.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 08 09 999 99.0 99.0  1.20  7.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 08 10 999 99.0 99.0  1.30  8.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 08 11 999 99.0 99.0  1.20  7.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 08 12 999 99.0 99.0  1.30  7.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 08 13 999 99.0 99.0  1.30 10.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 08 14 999 99.0 99.0  1.20  8.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 08 15 999 99.0 99.0  1.20  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 08 16 999 99.0 99.0  1.30  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 08 17 999 99.0 99.0  1.30  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 08 18 999 99.0 99.0  1.40  7.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 08 19 999 99.0 99.0  1.20  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 08 20 999 99.0 99.0  1.30  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 08 21 999 99.0 99.0  1.20  7.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 08 22 999 99.0 99.0  1.30  9.00 99.00 999 9999.0 999.0  27.3 999.0 99.0 99.00
2004 10 08 23 999 99.0 99.0  1.20  8.00 99.00 999 9999.0 999.0  27.3 999.0 99.0 99.00
2004 10 09 00 999 99.0 99.0  1.20  8.00 99.00 999 9999.0 999.0  27.3 999.0 99.0 99.00
2004 10 09 01 999 99.0 99.0  1.30  8.00 99.00 999 9999.0 999.0  27.4 999.0 99.0 99.00
2004 10 09 02 999 99.0 99.0  1.20  8.00 99.00 999 9999.0 999.0  27.3 999.0 99.0 99.00
2004 10 09 03 999 99.0 99.0  1.30  7.00 99.00 999 9999.0 999.0  27.3 999.0 99.0 99.00
2004 10 09 04 999 99.0 99.0  1.20 11.00 99.00 999 9999.0 999.0  27.3 999.0 99.0 99.00
2004 10 09 07 999 99.0 99.0  1.20 11.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 09 08 999 99.0 99.0  1.20 10.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 09 09 999 99.0 99.0  1.10  7.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 09 10 999 99.0 99.0  1.20 10.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 09 11 999 99.0 99.0  1.20  7.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 09 12 999 99.0 99.0  1.20  7.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 09 13 999 99.0 99.0  1.20  7.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 09 14 999 99.0 99.0  1.20  7.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 09 15 999 99.0 99.0  1.20  8.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 09 16 999 99.0 99.0  1.30  7.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 09 17 999 99.0 99.0  1.20  7.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 09 18 999 99.0 99.0  1.20  7.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 09 19 999 99.0 99.0  1.20  7.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 09 20 999 99.0 99.0  1.20  7.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 09 21 999 99.0 99.0  1.20  8.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 09 22 999 99.0 99.0  1.20  7.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 09 23 999 99.0 99.0  1.30  7.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 10 00 999 99.0 99.0  1.20  8.00 99.00 999 9999.0 999.0  27.3 999.0 99.0 99.00
2004 10 10 01 999 99.0 99.0  1.20 11.00 99.00 999 9999.0 999.0  27.3 999.0 99.0 99.00
2004 10 10 02 999 99.0 99.0  1.30 11.00 99.00 999 9999.0 999.0  27.3 999.0 99.0 99.00
2004 10 10 03 999 99.0 99.0  1.30 11.00 99.00 999 9999.0 999.0  27.3 999.0 99.0 99.00
2004 10 10 04 999 99.0 99.0  1.20 12.00 99.00 999 9999.0 999.0  27.3 999.0 99.0 99.00
2004 10 10 05 999 99.0 99.0  1.20 12.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 10 06 999 99.0 99.0  1.40 12.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 10 07 999 99.0 99.0  1.30 12.00 99.00 999 9999.0 999.0  27.3 999.0 99.0 99.00
2004 10 10 08 999 99.0 99.0  1.30 11.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 10 09 999 99.0 99.0  1.20 10.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 10 10 999 99.0 99.0  1.20 12.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 10 11 999 99.0 99.0  1.30 10.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 10 12 999 99.0 99.0  1.30 11.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 10 13 999 99.0 99.0  1.40 11.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 10 14 999 99.0 99.0  1.30  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 10 15 999 99.0 99.0  1.30 11.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 10 16 999 99.0 99.0  1.20 11.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 10 17 999 99.0 99.0  1.20 11.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 10 18 999 99.0 99.0  1.30 11.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 10 19 999 99.0 99.0  1.40 11.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 10 20 999 99.0 99.0  1.30 11.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 10 21 999 99.0 99.0  1.30 11.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 10 22 999 99.0 99.0  1.30 10.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 10 23 999 99.0 99.0  1.20 11.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 11 00 999 99.0 99.0  1.20 11.00 99.00 999 9999.0 999.0  27.3 999.0 99.0 99.00
2004 10 11 01 999 99.0 99.0  1.20 10.00 99.00 999 9999.0 999.0  27.3 999.0 99.0 99.00
2004 10 11 02 999 99.0 99.0  1.30 10.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 11 03 999 99.0 99.0  1.30 10.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 11 04 999 99.0 99.0  1.30 10.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 11 05 999 99.0 99.0  1.20 10.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 11 06 999 99.0 99.0  1.30  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 11 07 999 99.0 99.0  1.30  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 11 08 999 99.0 99.0  1.30  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 11 09 999 99.0 99.0  1.20  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 11 10 999 99.0 99.0  1.20  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 11 11 999 99.0 99.0  1.10  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 11 12 999 99.0 99.0  1.20  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 11 13 999 99.0 99.0  1.20  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 11 14 999 99.0 99.0  1.20  8.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 11 15 999 99.0 99.0  1.10  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 11 16 999 99.0 99.0  1.10 15.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 11 17 999 99.0 99.0  1.00  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 11 18 999 99.0 99.0  1.10 17.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 11 19 999 99.0 99.0  1.10 15.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 11 20 999 99.0 99.0  1.30  9.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 11 21 999 99.0 99.0  1.20 15.00 99.00 999 9999.0 999.0  27.4 999.0 99.0 99.00
2004 10 11 22 999 99.0 99.0  1.20 10.00 99.00 999 9999.0 999.0  27.4 999.0 99.0 99.00
2004 10 11 23 999 99.0 99.0  1.10  9.00 99.00 999 9999.0 999.0  27.4 999.0 99.0 99.00
2004 10 12 00 999 99.0 99.0  1.20 15.00 99.00 999 9999.0 999.0  27.4 999.0 99.0 99.00
2004 10 12 01 999 99.0 99.0  1.30 14.00 99.00 999 9999.0 999.0  27.4 999.0 99.0 99.00
2004 10 12 02 999 99.0 99.0  1.20 14.00 99.00 999 9999.0 999.0  27.4 999.0 99.0 99.00
2004 10 12 03 999 99.0 99.0  1.20 14.00 99.00 999 9999.0 999.0  27.4 999.0 99.0 99.00
2004 10 12 04 999 99.0 99.0  1.00 14.00 99.00 999 9999.0 999.0  27.4 999.0 99.0 99.00
2004 10 12 05 999 99.0 99.0  1.20 14.00 99.00 999 9999.0 999.0  27.4 999.0 99.0 99.00
2004 10 12 06 999 99.0 99.0  1.10 14.00 99.00 999 9999.0 999.0  27.5 999.0 99.0 99.00
2004 10 12 07 999 99.0 99.0  1.10 14.00 99.00 999 9999.0 999.0  27.4 999.0 99.0 99.00
2004 10 12 08 999 99.0 99.0  1.00 14.00 99.00 999 9999.0 999.0  27.4 999.0 99.0 99.00
2004 10 12 09 999 99.0 99.0  1.20 13.00 99.00 999 9999.0 999.0  27.4 999.0 99.0 99.00
2004 10 12 10 999 99.0 99.0  1.30 13.00 99.00 999 9999.0 999.0  27.4 999.0 99.0 99.00
2004 10 12 11 999 99.0 99.0  1.00 13.00 99.00 999 9999.0 999.0  27.4 999.0 99.0 99.00
2004 10 12 12 999 99.0 99.0  1.30 13.00 99.00 999 9999.0 999.0  27.4 999.0 99.0 99.00
2004 10 12 13 999 99.0 99.0  1.20 13.00 99.00 999 9999.0 999.0  27.3 999.0 99.0 99.00
2004 10 12 14 999 99.0 99.0  1.20 13.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 12 15 999 99.0 99.0  1.20 13.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 12 16 999 99.0 99.0  1.30 13.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 12 17 999 99.0 99.0  1.20 12.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 12 18 999 99.0 99.0  1.00 13.00 99.00 999 9999.0 999.0  27.2 999.0 99.0 99.00
2004 10 12 19 999 99.0 99.0  1.20 13.00 99.00 999 9999.0 999.0  27.3 999.0 99.0 99.00
2004 10 12 20 999 99.0 99.0  1.20 13.00 99.00 999 9999.0 999.0  27.7 999.0 99.0 99.00
2004 10 12 21 999 99.0 99.0  1.20 13.00 99.00 999 9999.0 999.0  28.0 999.0 99.0 99.00
2004 10 12 22 999 99.0 99.0  1.30 12.00 99.00 999 9999.0 999.0  28.2 999.0 99.0 99.00
2004 10 12 23 999 99.0 99.0  1.20 12.00 99.00 999 9999.0 999.0  28.0 999.0 99.0 99.00
2004 10 13 00 999 99.0 99.0  1.30 12.00 99.00 999 9999.0 999.0  28.4 999.0 99.0 99.00
2004 10 13 01 999 99.0 99.0  1.30 12.00 99.00 999 9999.0 999.0  28.4 999.0 99.0 99.00
2004 10 13 02 999 99.0 99.0  1.30 13.00 99.00 999 9999.0 999.0  28.2 999.0 99.0 99.00
2004 10 13 03 999 99.0 99.0  1.20 12.00 99.00 999 9999.0 999.0  28.2 999.0 99.0 99.00
2004 10 13 04 999 99.0 99.0  1.10 12.00 99.00 999 9999.0 999.0  28.0 999.0 99.0 99.00
2004 10 13 05 999 99.0 99.0  1.10 13.00 99.00 999 9999.0 999.0  28.0 999.0 99.0 99.00
2004 10 13 06 999 99.0 99.0  1.00 12.00 99.00 999 9999.0 999.0  28.0 999.0 99.0 99.00
2004 10 13 07 999 99.0 99.0  1.20 12.00 99.00 999 9999.0 999.0  27.8 999.0 99.0 99.00
2004 10 13 08 999 99.0 99.0  1.20 12.00 99.00 999 9999.0 999.0  27.6 999.0 99.0 99.00
2004 10 13 09 999 99.0 99.0  1.00 12.00 99.00 999 9999.0 999.0  27.6 999.0 99.0 99.00
2004 10 13 10 999 99.0 99.0  1.50 12.00 99.00 999 9999.0 999.0  27.6 999.0 99.0 99.00
2004 10 13 11 999 99.0 99.0  1.10 12.00 99.00 999 9999.0 999.0  27.4 999.0 99.0 99.00
2004 10 13 12 999 99.0 99.0  1.00 12.00 99.00 999 9999.0 999.0  27.4 999.0 99.0 99.00
2004 10 13 13 999 99.0 99.0  1.00 11.00 99.00 999 9999.0 999.0  27.4 999.0 99.0 99.00
2004 10 13 14 999 99.0 99.0  1.20 12.00 99.00 999 9999.0 999.0  27.4 999.0 99.0 99.00
2004 10 13 15 999 99.0 99.0  1.00 12.00 99.00 999 9999.0 999.0  27.4 999.0 99.0 99.00
2004 10 13 16 999 99.0 99.0  1.50 14.00 99.00 999 9999.0 999.0  27.4 999.0 99.0 99.00
2004 10 13 17 999 99.0 99.0  1.40 13.00 99.00 999 9999.0 999.0  27.4 999.0 99.0 99.00
2004 10 13 18 999 99.0 99.0  1.50 12.00 99.00 999 9999.0 999.0  27.4 999.0 99.0 99.00
2004 10 13 19 999 99.0 99.0  1.50 14.00 99.00 999 9999.0 999.0  27.4 999.0 99.0 99.00
2004 10 13 20 999 99.0 99.0  1.50 12.00 99.00 999 9999.0 999.0  27.8 999.0 99.0 99.00
2004 10 13 21 999 99.0 99.0  1.50 12.00 99.00 999 9999.0 999.0  28.4 999.0 99.0 99.00
2004 10 13 22 999 99.0 99.0  2.00 12.00 99.00 999 9999.0 999.0  28.0 999.0 99.0 99.00
2004 10 13 23 999 99.0 99.0  1.50 13.00 99.00 999 9999.0 999.0  27.9 999.0 99.0 99.00
2004 10 14 00 999 99.0 99.0  2.00 13.00 99.00 999 9999.0 999.0  28.0 999.0 99.0 99.00
2004 10 14 01 999 99.0 99.0  2.00 13.00 99.00 999 9999.0 999.0  28.1 999.0 99.0 99.00
2004 10 14 02 999 99.0 99.0  1.70 12.00 99.00 999 9999.0 999.0  28.0 999.0 99.0 99.00
2004 10 14 03 999 99.0 99.0  2.20 14.00 99.00 999 9999.0 999.0  28.4 999.0 99.0 99.00
2004 10 14 04 999 99.0 99.0  2.00 13.00 99.00 999 9999.0 999.0  28.0 999.0 99.0 99.00
2004 10 14 05 999 99.0 99.0  2.00 12.00 99.00 999 9999.0 999.0  27.8 999.0 99.0 99.00
2004 10 14 06 999 99.0 99.0  2.10 14.00 99.00 999 9999.0 999.0  27.6 999.0 99.0 99.00
2004 10 14 07 999 99.0 99.0  2.00 13.00 99.00 999 9999.0 999.0  27.6 999.0 99.0 99.00
2004 10 14 08 999 99.0 99.0  1.80 13.00 99.00 999 9999.0 999.0  27.6 999.0 99.0 99.00
2004 10 14 09 999 99.0 99.0  1.90 13.00 99.00 999 9999.0 999.0  27.6 999.0 99.0 99.00
