#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2020 01 01 00 06 999 99.0 99.0  2.91 18.18 12.13 304 9999.0 999.0  24.0 999.0 99.0 99.00
2020 01 01 00 36 999 99.0 99.0  3.07 16.67 12.12 307 9999.0 999.0  24.0 999.0 99.0 99.00
2020 01 01 01 06 999 99.0 99.0  3.18 16.67 12.18 309 9999.0 999.0  24.0 999.0 99.0 99.00
2020 01 01 01 36 999 99.0 99.0  3.18 18.18 12.01 304 9999.0 999.0  24.0 999.0 99.0 99.00
2020 01 01 02 06 999 99.0 99.0  3.25 18.18 12.23 306 9999.0 999.0  24.0 999.0 99.0 99.00
2020 01 01 02 36 999 99.0 99.0  3.15 16.67 12.01 299 9999.0 999.0  24.0 999.0 99.0 99.00
2020 01 01 03 06 999 99.0 99.0  3.34 18.18 12.20 297 9999.0 999.0  24.0 999.0 99.0 99.00
2020 01 01 03 36 999 99.0 99.0  3.04 15.38 11.79 302 9999.0 999.0  24.0 999.0 99.0 99.00
2020 01 01 04 06 999 99.0 99.0  2.98 18.18 11.57 299 9999.0 999.0  24.0 999.0 99.0 99.00
2020 01 01 04 36 999 99.0 99.0  3.00 18.18 11.72 296 9999.0 999.0  24.0 999.0 99.0 99.00
2020 01 01 05 06 999 99.0 99.0  2.86 16.67 11.29 304 9999.0 999.0  24.0 999.0 99.0 99.00
2020 01 01 05 36 999 99.0 99.0  2.93 18.18 11.43 304 9999.0 999.0  24.0 999.0 99.0 99.00
2020 01 01 06 06 999 99.0 99.0  3.28 18.18 11.91 297 9999.0 999.0  24.0 999.0 99.0 99.00
2020 01 01 06 36 999 99.0 99.0  3.31 18.18 11.92 300 9999.0 999.0  24.0 999.0 99.0 99.00
2020 01 01 07 06 999 99.0 99.0  3.13 18.18 11.91 303 9999.0 999.0  23.9 999.0 99.0 99.00
2020 01 01 07 36 999 99.0 99.0  3.65 16.67 13.17 300 9999.0 999.0  23.9 999.0 99.0 99.00
2020 01 01 08 06 999 99.0 99.0  3.24 16.67 12.08 296 9999.0 999.0  23.9 999.0 99.0 99.00
2020 01 01 08 36 999 99.0 99.0  3.28 16.67 12.00 303 9999.0 999.0  23.9 999.0 99.0 99.00
2020 01 01 09 06 999 99.0 99.0  3.73 16.67 12.69 309 9999.0 999.0  23.9 999.0 99.0 99.00
2020 01 01 09 36 999 99.0 99.0  2.90 16.67 11.31 300 9999.0 999.0  23.9 999.0 99.0 99.00
2020 01 01 10 06 999 99.0 99.0  3.05 16.67 11.90 309 9999.0 999.0  23.9 999.0 99.0 99.00
2020 01 01 10 36 999 99.0 99.0  3.30 16.67 12.79 313 9999.0 999.0  23.9 999.0 99.0 99.00
2020 01 01 11 06 999 99.0 99.0  2.80 16.67 11.18 317 9999.0 999.0  24.0 999.0 99.0 99.00
2020 01 01 11 36 999 99.0 99.0  2.86 16.67 11.65 307 9999.0 999.0  23.9 999.0 99.0 99.00
2020 01 01 12 06 999 99.0 99.0  2.66 16.67 11.38 309 9999.0 999.0  23.9 999.0 99.0 99.00
2020 01 01 12 36 999 99.0 99.0  3.01 16.67 12.15 311 9999.0 999.0  23.9 999.0 99.0 99.00
2020 01 01 13 06 999 99.0 99.0  2.78 16.67 11.03 320 9999.0 999.0  23.9 999.0 99.0 99.00
2020 01 01 13 36 999 99.0 99.0  2.94 15.38 11.88 323 9999.0 999.0  24.0 999.0 99.0 99.00
2020 01 01 14 06 999 99.0 99.0  2.79 16.67 11.62 311 9999.0 999.0  23.9 999.0 99.0 99.00
2020 01 01 14 36 999 99.0 99.0  2.94 16.67 12.26 316 9999.0 999.0  23.9 999.0 99.0 99.00
2020 01 01 15 36 999 99.0 99.0  2.76 15.38 11.10 318 9999.0 999.0  23.9 999.0 99.0 99.00
2020 01 01 16 06 999 99.0 99.0  2.38 15.38 10.78 303 9999.0 999.0  23.9 999.0 99.0 99.00
2020 01 01 16 36 999 99.0 99.0  2.47 13.33 10.65 314 9999.0 999.0  23.9 999.0 99.0 99.00
2020 01 01 17 06 999 99.0 99.0  2.56 14.29 10.93 316 9999.0 999.0  23.9 999.0 99.0 99.00
2020 01 01 17 36 999 99.0 99.0  2.46 15.38 10.87 304 9999.0 999.0  23.9 999.0 99.0 99.00
2020 01 01 18 06 999 99.0 99.0  2.55 16.67 11.17 313 9999.0 999.0  23.9 999.0 99.0 99.00
2020 01 01 18 36 999 99.0 99.0  2.47 16.67 11.28 304 9999.0 999.0  23.9 999.0 99.0 99.00
2020 01 01 19 06 999 99.0 99.0  2.30 16.67 10.70 311 9999.0 999.0  24.0 999.0 99.0 99.00
2020 01 01 19 36 999 99.0 99.0  2.55 16.67 11.26 310 9999.0 999.0  24.0 999.0 99.0 99.00
2020 01 01 20 06 999 99.0 99.0  2.61 15.38 11.08 309 9999.0 999.0  24.0 999.0 99.0 99.00
2020 01 01 20 36 999 99.0 99.0  2.61 15.38 11.16 304 9999.0 999.0  24.1 999.0 99.0 99.00
2020 01 01 21 06 999 99.0 99.0  2.52 15.38 10.79 310 9999.0 999.0  24.1 999.0 99.0 99.00
2020 01 01 21 36 999 99.0 99.0  2.48 15.38 10.97 311 9999.0 999.0  24.5 999.0 99.0 99.00
2020 01 01 22 06 999 99.0 99.0  2.55 14.29 11.21 311 9999.0 999.0  24.7 999.0 99.0 99.00
2020 01 01 22 36 999 99.0 99.0  2.57 15.38 11.34 317 9999.0 999.0  24.5 999.0 99.0 99.00
2020 01 01 23 06 999 99.0 99.0  2.54 14.29 11.23 309 9999.0 999.0  24.2 999.0 99.0 99.00
2020 01 01 23 36 999 99.0 99.0  2.49 15.38 11.01 306 9999.0 999.0  24.1 999.0 99.0 99.00
2020 01 02 00 06 999 99.0 99.0  2.15 15.38  9.90 294 9999.0 999.0  24.2 999.0 99.0 99.00
