#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2009 01 03 14 49 999 99.0 99.0  1.73  8.33  6.46  45 9999.0 999.0  24.8 999.0 99.0 99.00
2009 01 03 15 19 999 99.0 99.0  1.75  8.33  6.50  48 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 03 15 49 999 99.0 99.0  1.77  7.69  6.43  47 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 03 16 19 999 99.0 99.0  1.80  8.33  6.28  47 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 03 16 49 999 99.0 99.0  1.82  8.33  6.46  44 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 03 17 19 999 99.0 99.0  1.76  9.09  6.35  42 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 03 17 49 999 99.0 99.0  1.69  7.14  6.13  42 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 03 18 19 999 99.0 99.0  1.79  8.33  6.14  47 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 03 18 49 999 99.0 99.0  1.72  9.09  6.04  44 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 03 19 19 999 99.0 99.0  1.75  8.33  6.09  49 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 03 19 49 999 99.0 99.0  1.67  9.09  5.78  41 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 03 20 19 999 99.0 99.0  1.60  9.09  5.91  47 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 03 20 49 999 99.0 99.0  1.59 13.33  5.84 321 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 03 21 19 999 99.0 99.0  1.69  9.09  5.98  47 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 03 21 49 999 99.0 99.0  1.70  9.09  5.97  47 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 03 22 19 999 99.0 99.0  1.71  7.69  5.99  45 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 03 22 49 999 99.0 99.0  1.79  9.09  6.25  51 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 03 23 19 999 99.0 99.0  1.71  8.33  6.27  51 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 03 23 49 999 99.0 99.0  1.61  9.09  6.20  56 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 04 00 19 999 99.0 99.0  1.60  9.09  6.29  54 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 04 00 49 999 99.0 99.0  1.58  9.09  6.28  45 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 04 01 19 999 99.0 99.0  1.62  9.09  6.62  45 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 04 01 49 999 99.0 99.0  1.69  9.09  6.52  44 9999.0 999.0  25.1 999.0 99.0 99.00
2009 01 04 02 19 999 99.0 99.0  1.80  9.09  6.51  47 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 04 02 49 999 99.0 99.0  1.72  8.33  6.47  48 9999.0 999.0  25.1 999.0 99.0 99.00
2009 01 04 03 19 999 99.0 99.0  1.79  8.33  6.41  54 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 04 03 49 999 99.0 99.0  1.77  9.88  6.45  45 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 04 04 19 999 99.0 99.0  1.80  9.09  6.44  49 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 04 04 49 999 99.0 99.0  1.67  9.09  6.22  49 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 04 05 19 999 99.0 99.0  1.68  9.09  6.22  47 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 04 05 49 999 99.0 99.0  1.75  9.09  6.49  45 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 04 06 19 999 99.0 99.0  1.77  9.09  6.57  44 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 04 06 49 999 99.0 99.0  1.73  9.09  6.27  42 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 04 07 19 999 99.0 99.0  1.81 16.67  6.67 304 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 04 07 49 999 99.0 99.0  1.78 16.67  6.58 312 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 04 08 19 999 99.0 99.0  1.67  7.69  6.15  44 9999.0 999.0  24.8 999.0 99.0 99.00
2009 01 04 08 49 999 99.0 99.0  1.73  8.33  6.34  47 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 04 09 19 999 99.0 99.0  1.74  9.09  6.18  42 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 04 09 49 999 99.0 99.0  1.76 16.67  6.62 314 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 04 10 19 999 99.0 99.0  1.70 16.67  6.70 307 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 04 10 49 999 99.0 99.0  1.78 16.67  7.11 308 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 04 11 19 999 99.0 99.0  1.69 15.38  7.03 310 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 04 11 49 999 99.0 99.0  1.79 16.67  7.16 311 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 04 12 19 999 99.0 99.0  1.70 16.67  6.81 311 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 04 12 49 999 99.0 99.0  1.68 15.38  7.06 315 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 04 13 19 999 99.0 99.0  1.74 16.67  7.15 315 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 04 13 49 999 99.0 99.0  1.62 16.67  6.80 318 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 04 14 19 999 99.0 99.0  1.89 15.38  7.34 312 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 04 14 49 999 99.0 99.0  1.95 15.38  7.19 317 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 04 15 19 999 99.0 99.0  1.89  9.88  7.26  49 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 04 15 49 999 99.0 99.0  1.91 16.67  6.91 310 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 04 16 19 999 99.0 99.0  1.88 15.38  7.32 317 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 04 16 49 999 99.0 99.0  2.00 14.29  7.51 318 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 04 17 19 999 99.0 99.0  2.00 15.38  7.63 315 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 04 17 49 999 99.0 99.0  1.95 15.38  7.13 305 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 04 18 19 999 99.0 99.0  2.05 16.67  7.41 317 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 04 18 49 999 99.0 99.0  2.12 15.38  7.17 317 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 04 19 19 999 99.0 99.0  1.98 15.38  7.05 310 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 04 19 49 999 99.0 99.0  2.18 14.29  7.49 318 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 04 20 19 999 99.0 99.0  2.08 14.29  7.29 315 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 04 20 49 999 99.0 99.0  2.07 14.29  7.19 317 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 04 21 19 999 99.0 99.0  2.18 14.29  6.98 305 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 04 21 49 999 99.0 99.0  2.05 14.29  6.84 317 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 04 22 19 999 99.0 99.0  2.11 15.38  7.11 314 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 04 22 49 999 99.0 99.0  2.03 13.33  6.72 317 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 04 23 19 999 99.0 99.0  1.95 15.38  6.70 303 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 04 23 49 999 99.0 99.0  1.76 15.38  6.32 312 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 05 00 19 999 99.0 99.0  1.90 15.38  6.43 300 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 05 00 49 999 99.0 99.0  1.85 15.38  6.62 319 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 05 01 19 999 99.0 99.0  1.81 14.29  6.63 312 9999.0 999.0  25.1 999.0 99.0 99.00
2009 01 05 01 49 999 99.0 99.0  1.82 15.38  6.65 303 9999.0 999.0  25.1 999.0 99.0 99.00
2009 01 05 02 19 999 99.0 99.0  1.79 15.38  6.56 314 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 05 02 49 999 99.0 99.0  1.81 15.38  6.69 317 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 05 03 19 999 99.0 99.0  1.88 15.38  6.95 318 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 05 03 49 999 99.0 99.0  1.87 15.38  7.15 304 9999.0 999.0  25.1 999.0 99.0 99.00
2009 01 05 04 19 999 99.0 99.0  1.74 12.50  6.78 329 9999.0 999.0  25.1 999.0 99.0 99.00
2009 01 05 04 49 999 99.0 99.0  1.85 15.38  7.07 307 9999.0 999.0  25.1 999.0 99.0 99.00
2009 01 05 05 19 999 99.0 99.0  1.71 15.38  6.72 319 9999.0 999.0  25.1 999.0 99.0 99.00
2009 01 05 05 49 999 99.0 99.0  1.64 14.29  6.84 315 9999.0 999.0  25.1 999.0 99.0 99.00
2009 01 05 06 19 999 99.0 99.0  1.61 15.38  7.09 315 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 05 06 49 999 99.0 99.0  1.61 15.38  6.90 324 9999.0 999.0  25.1 999.0 99.0 99.00
2009 01 05 07 19 999 99.0 99.0  1.47 15.38  6.64 319 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 05 07 49 999 99.0 99.0  1.49 14.29  6.89 311 9999.0 999.0  25.1 999.0 99.0 99.00
2009 01 05 08 19 999 99.0 99.0  1.51 15.38  6.81 308 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 05 08 49 999 99.0 99.0  1.50 14.29  6.79 317 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 05 09 19 999 99.0 99.0  1.52  9.88  6.49  48 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 05 09 49 999 99.0 99.0  1.41 10.53  6.38  51 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 05 10 19 999 99.0 99.0  1.51 14.29  6.23 310 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 05 10 49 999 99.0 99.0  1.50 14.29  6.07 321 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 05 11 19 999 99.0 99.0  1.47 13.33  6.30 315 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 05 11 49 999 99.0 99.0  1.42 14.29  6.44 322 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 05 12 19 999 99.0 99.0  1.47 14.29  6.50 304 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 05 12 49 999 99.0 99.0  1.45 14.29  6.57 322 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 05 13 19 999 99.0 99.0  1.54 14.29  7.05 319 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 05 13 49 999 99.0 99.0  1.47 14.29  6.87 314 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 05 14 19 999 99.0 99.0  1.48 14.29  6.90 314 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 05 14 49 999 99.0 99.0  1.49  9.88  6.93  51 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 05 15 19 999 99.0 99.0  1.47  9.09  6.99  56 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 05 15 49 999 99.0 99.0  1.48 14.29  6.82 307 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 05 16 19 999 99.0 99.0  1.51 14.29  6.40 305 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 05 16 49 999 99.0 99.0  1.58  9.88  6.71  47 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 05 17 19 999 99.0 99.0  1.55 13.33  6.90 326 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 05 17 49 999 99.0 99.0  1.55 14.29  6.57 310 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 05 18 19 999 99.0 99.0  1.60 13.33  6.82 318 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 05 18 49 999 99.0 99.0  1.60 13.33  6.94 311 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 05 19 19 999 99.0 99.0  1.66 14.29  6.55 311 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 05 19 49 999 99.0 99.0  1.64 14.29  6.57 303 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 05 20 19 999 99.0 99.0  1.68 14.29  6.62 298 9999.0 999.0  25.0 999.0 99.0 99.00
2009 01 05 20 49 999 99.0 99.0  1.69 13.33  6.60 304 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 05 21 19 999 99.0 99.0  1.58 14.29  6.17 300 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 05 21 49 999 99.0 99.0  1.48 14.29  6.04 303 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 05 22 19 999 99.0 99.0  1.54 13.33  6.28 297 9999.0 999.0  24.9 999.0 99.0 99.00
2009 01 05 22 49 999 99.0 99.0  1.58 12.50  6.33 308 9999.0 999.0  24.9 999.0 99.0 99.00
