Date,WVHT,DPD,MWD,WVHT_Mean,WVHT_Var,Obs
2010-12-24,1.39,9.88,6.0,1.2120833333333334,0.010843297101449286,3.0
2010-12-25,3.35,14.29,3.0,2.7232,0.08559766666666668,10.0
2010-12-26,2.18,14.29,4.0,1.8168,0.05338933333333339,7.0
2010-12-27,1.61,12.5,0.0,1.328,0.015600000000000008,4.0
2010-12-28,2.05,12.5,324.0,1.7975999999999999,0.019518999999999998,7.0
2010-12-29,1.89,12.5,328.0,1.643076923076923,0.02455815384615388,5.0
2010-12-30,1.48,10.53,353.0,1.3473076923076923,0.004092461538461544,3.0
2010-12-31,1.48,13.33,318.0,1.3312,0.010352666666666658,8.0
2011-01-01,1.64,13.33,311.0,1.4415384615384614,0.012069538461538474,7.0
2011-01-02,3.17,15.38,308.0,2.5639999999999996,0.13530000000000006,15.0
2011-01-03,2.35,13.33,324.0,2.0783333333333336,0.02660579710144934,8.0
2011-01-04,1.87,11.76,322.0,1.6728,0.007054333333333337,5.0
2011-01-05,2.86,13.33,314.0,2.4707692307692306,0.04192738461538464,15.0
2011-01-06,2.79,14.29,310.0,2.585384615384615,0.008393846153846142,7.0
2011-01-07,3.76,12.5,3.0,3.1308,0.09503266666666664,6.0
2011-01-08,3.05,11.11,2.0,2.7560000000000002,0.019791666666666662,8.0
2011-01-09,3.05,14.29,322.0,2.5784,0.04723900000000003,4.0
2011-01-10,2.12,6.67,273.0,1.7525000000000002,0.028149999999999994,6.0
2011-01-11,3.56,12.5,314.0,3.1868,0.03332266666666667,12.0
2011-01-12,3.64,16.67,315.0,2.5707692307692307,0.16813538461538444,12.0
2011-01-13,2.43,14.29,312.0,2.01,0.050095999999999974,8.0
2011-01-14,1.99,11.11,325.0,1.7368000000000001,0.03473933333333334,5.0
2011-01-15,2.24,10.53,317.0,1.7238461538461538,0.14242461538461546,5.0
2011-01-16,4.36,12.5,298.0,3.5796153846153844,0.10811584615384622,18.0
2011-01-17,3.61,12.5,307.0,3.0048000000000004,0.09215099999999991,12.0
2011-01-18,2.88,13.33,304.0,2.4587499999999998,0.0370201086956523,10.0
2011-01-19,2.15,18.18,310.0,1.6096153846153847,0.03282784615384617,12.0
2011-01-20,4.78,18.18,314.0,4.038399999999999,0.11131399999999987,20.0
2011-01-21,3.4,16.67,308.0,2.8303846153846157,0.05320384615384616,15.0
2011-01-22,2.77,15.38,308.0,2.2504,0.034254000000000034,10.0
2011-01-23,2.35,15.38,305.0,1.9088461538461539,0.02392261538461542,8.0
2011-01-24,2.23,14.29,310.0,1.9634615384615384,0.012695538461538458,10.0
2011-01-25,2.21,13.33,311.0,1.9549999999999998,0.024162000000000027,8.0
2011-01-26,2.14,13.33,315.0,1.9224,0.01930233333333332,8.0
2011-01-27,2.51,12.5,319.0,2.15,0.04616521739130447,8.0
2011-01-28,1.51,11.11,322.0,1.38,0.005730434782608698,4.0
2011-01-29,2.33,14.29,312.0,1.9624000000000001,0.044060666666666616,8.0
2011-01-30,1.86,13.33,322.0,1.6634615384615385,0.013175538461538466,7.0
2011-01-31,5.04,14.29,312.0,4.34,0.13763999999999985,20.0
2011-02-01,3.31,13.33,321.0,2.7325,0.09015869565217391,15.0
2011-02-02,2.19,11.76,324.0,1.9687999999999999,0.01087766666666671,8.0
2011-02-03,1.85,11.76,318.0,1.5791304347826087,0.013853754940711447,6.0
2011-02-04,1.81,12.5,307.0,1.5169230769230768,0.020158153846153843,6.0
2011-02-05,3.07,16.67,307.0,2.2003846153846154,0.34845184615384606,15.0
2011-02-06,2.55,14.29,317.0,2.0,0.057935999999999946,10.0
2011-02-07,4.76,15.38,310.0,3.516923076923077,0.5706221538461536,18.0
2011-02-08,4.1,15.38,335.0,3.033333333333333,0.21089275362318827,15.0
2011-02-09,2.16,12.5,335.0,1.643846153846154,0.07604061538461546,8.0
2011-02-10,1.72,13.33,335.0,1.34,0.031158333333333316,5.0
2011-02-11,3.38,10.53,356.0,2.5408,0.18309099999999998,7.0
2011-02-12,3.43,11.76,346.0,3.097692307692308,0.0437784615384616,9.0
2011-02-13,3.44,9.88,11.0,3.122272727272727,0.0283612554112554,10.0
2011-02-14,2.85,14.29,356.0,2.6603846153846153,0.01158784615384615,8.0
2011-02-15,1.83,11.11,6.0,1.5626923076923078,0.014060461538461546,4.0
2011-02-16,1.83,12.5,14.0,1.6556,0.009817333333333341,3.0
2011-02-17,2.57,15.38,11.0,2.102692307692308,0.0321004615384615,8.0
2011-02-18,1.9,14.29,332.0,1.618846153846154,0.01678661538461538,5.0
2011-02-19,1.53,12.5,339.0,1.358,0.006274999999999997,4.0
2011-02-20,1.12,10.53,355.0,1.028076923076923,0.002400153846153849,3.0
2011-02-21,2.56,13.33,332.0,2.1266666666666665,0.03777971014492757,8.0
2011-02-22,2.09,11.76,340.0,1.7984210526315791,0.017136257309941515,6.0
2011-02-23,1.95,11.76,343.0,1.6728,0.012795999999999983,4.0
2011-02-24,1.57,13.33,317.0,1.4188461538461539,0.006858615384615375,4.0
2011-02-25,1.18,12.5,324.0,1.09,0.002674999999999994,3.0
2011-02-26,1.06,9.88,21.0,0.9734615384615384,0.0017435384615384602,2.0
2011-02-27,2.06,11.76,11.0,1.6772,0.04826266666666664,5.0
2011-02-28,2.61,11.76,349.0,2.2357692307692307,0.037025384615384564,6.0
2011-03-01,2.01,11.76,20.0,1.8575,0.014280434782608695,4.0
2011-03-02,1.85,15.38,350.0,1.6269565217391304,0.011176679841897227,4.0
2011-03-03,2.16,13.33,345.0,1.932608695652174,0.018483794466403167,7.0
2011-03-04,2.38,11.76,335.0,1.9765217391304348,0.029587351778656158,4.0
2011-03-05,2.58,11.76,338.0,2.3136,0.015324000000000032,4.0
2011-03-06,1.91,10.53,350.0,1.7562499999999999,0.011172282608695652,4.0
2011-03-07,1.68,7.14,28.0,1.548,0.008341666666666655,3.0
2011-03-08,1.58,13.33,310.0,1.4757692307692307,0.004449384615384634,3.0
2011-03-09,2.22,15.38,325.0,1.7188461538461537,0.08269861538461529,6.0
2011-03-10,2.93,13.33,319.0,2.6247826086956523,0.03269881422924901,10.0
2011-03-11,2.23,12.5,326.0,1.9824000000000002,0.03299400000000006,5.0
2011-03-12,1.68,9.88,326.0,1.4978947368421054,0.005773099415204685,5.0
2011-03-13,1.58,14.29,324.0,1.4587999999999999,0.0062693333333333325,6.0
2011-03-14,2.34,13.33,329.0,2.0854545454545454,0.024273593073593107,9.0
2011-03-15,4.19,18.18,319.0,3.7347368421052636,0.08742631578947369,20.0
2011-03-16,2.55,13.33,324.0,2.3638461538461537,0.006442307692307675,12.0
2011-03-17,2.27,8.33,23.0,1.9009090909090909,0.034237229437229524,4.0
2011-03-18,2.05,9.09,42.0,1.7452173913043478,0.034262450592885345,2.0
2011-03-19,1.96,7.14,44.0,1.7458333333333333,0.01718188405797103,4.0
2011-03-20,2.8,15.38,308.0,2.3734615384615383,0.037935538461538375,12.0
2011-03-21,2.25,15.38,315.0,1.9554166666666666,0.02446068840579712,8.0
2011-03-22,2.58,13.33,319.0,2.3634615384615385,0.011511538461538448,6.0
2011-03-23,2.62,8.33,42.0,2.334230769230769,0.009353384615384618,4.0
2011-03-24,2.45,9.88,30.0,2.27,0.00996666666666667,3.0
2011-03-25,2.35,9.09,48.0,2.1307692307692307,0.01445538461538461,3.0
2011-03-26,2.17,7.69,37.0,1.9124999999999999,0.020236956521739145,2.0
2011-03-27,1.5,6.25,38.0,1.3912,0.002552666666666661,2.0
2011-03-28,1.37,6.25,42.0,1.2425,0.0041413043478260815,2.0
2011-03-29,1.76,15.38,321.0,1.5723809523809522,0.010809047619047628,5.0
2011-03-30,3.07,16.67,317.0,1.8852631578947368,0.19853742690058468,15.0
2011-03-31,3.16,15.38,310.0,2.7270588235294118,0.044572058823529444,12.0
2011-04-01,2.34,13.33,314.0,1.895909090909091,0.025615800865800863,7.0
2011-04-02,1.54,11.11,315.0,1.2426086956521738,0.013501976284584986,4.0
2011-04-03,1.31,16.67,300.0,0.9461538461538462,0.01769661538461538,4.0
2011-04-04,1.82,12.5,315.0,1.5973076923076923,0.009988461538461535,6.0
2011-04-05,3.54,13.33,346.0,2.8291304347826083,0.13475375494071162,8.0
2011-04-06,3.26,13.33,349.0,2.7591666666666668,0.04414710144927536,8.0
2011-04-07,2.92,10.53,28.0,2.5208333333333335,0.06979057971014506,5.0
2011-04-08,2.29,9.88,34.0,1.85375,0.0378679347826087,3.0
2011-04-09,1.74,9.88,48.0,1.535,0.013937999999999996,2.0
2011-04-10,2.11,12.5,326.0,1.8656,0.010992333333333345,5.0
2011-04-11,1.91,12.5,324.0,1.7134615384615384,0.004983538461538456,4.0
2011-04-12,1.76,12.5,346.0,1.572857142857143,0.007811428571428569,4.0
2011-04-13,1.24,10.53,353.0,1.0924,0.00531066666666664,3.0
2011-04-14,0.91,16.67,250.0,0.8205882352941176,0.0019433823529411741,2.0
2011-04-15,0.81,11.11,322.0,0.7308333333333333,0.002251449275362316,1.0
2011-04-16,0.91,11.76,357.0,0.7937500000000001,0.0038940217391304306,1.0
2011-04-17,1.21,11.76,357.0,1.0965384615384617,0.0032955384615384574,2.0
2011-04-18,1.22,9.88,6.0,1.0770833333333334,0.0042302536231884,2.0
2011-04-19,1.68,11.76,325.0,1.4453333333333334,0.026669523809523834,5.0
2011-04-20,1.62,11.76,318.0,1.3617391304347826,0.028824110671936753,4.0
2011-04-21,1.38,9.88,322.0,1.2458333333333333,0.00482536231884058,3.0
2011-04-22,0.98,9.09,349.0,0.918695652173913,0.002093675889328062,2.0
2011-04-23,1.01,8.33,338.0,0.9409090909090909,0.002646753246753246,1.0
2011-04-24,1.14,9.09,331.0,1.0342857142857143,0.008945714285714296,3.0
2011-04-25,1.43,11.76,322.0,1.2333333333333332,0.009023188405797087,4.0
2011-04-26,2.07,10.53,336.0,1.6022222222222222,0.04770065359477128,5.0
2011-04-27,2.11,9.88,328.0,1.7829166666666667,0.016317210144927548,5.0
2011-04-28,1.62,10.53,356.0,1.5175,0.003967391304347834,4.0
2011-04-29,1.4,9.88,2.0,1.197142857142857,0.007668131868131879,3.0
2011-04-30,1.07,9.09,20.0,0.978,0.002641666666666662,2.0
2011-05-01,1.41,11.76,332.0,1.231923076923077,0.010912153846153851,4.0
2011-05-02,1.4,11.11,326.0,1.2230434782608695,0.004422134387351768,2.0
2011-05-03,1.7,9.88,52.0,1.5254166666666666,0.014051992753623191,2.0
2011-05-04,2.41,13.33,332.0,2.174,0.02129999999999999,4.0
2011-05-05,2.69,14.29,332.0,2.3744,0.019792333333333394,5.0
2011-05-06,2.44,9.88,38.0,2.154,0.019941666666666677,3.0
2011-05-07,2.33,9.09,45.0,2.0272,0.027946000000000012,2.0
2011-05-08,1.86,8.33,48.0,1.6256521739130434,0.012489328063241127,2.0
2011-05-09,1.72,9.09,40.0,1.5007692307692309,0.013663384615384633,1.0
2011-05-10,1.35,7.69,42.0,1.1420000000000001,0.005233333333333334,1.0
2011-05-11,1.12,7.69,41.0,0.9791666666666666,0.004286231884057986,1.0
2011-05-12,1.02,7.14,33.0,0.8685,0.0064028947368421005,1.0
2011-05-13,0.91,6.67,34.0,0.8325,0.0016108695652173937,1.0
2011-05-14,1.1,7.14,30.0,1.0077272727272728,0.001713636363636368,1.0
2011-05-15,1.0,7.14,38.0,0.8988461538461539,0.0019466153846153871,1.0
2011-05-16,1.26,11.11,11.0,1.1176190476190475,0.005509047619047607,2.0
2011-05-17,1.01,10.53,325.0,0.8915789473684211,0.0038140350877193026,1.0
2011-05-18,0.93,14.29,328.0,0.8016666666666666,0.003997101449275367,2.0
2011-05-19,0.86,11.76,339.0,0.8052631578947369,0.0007485380116959051,3.0
2011-05-20,1.55,11.76,339.0,1.3247619047619048,0.009426190476190473,4.0
2011-05-21,1.54,9.88,336.0,1.3272,0.013371000000000022,3.0
2011-05-22,1.41,12.5,324.0,1.2765384615384614,0.00870353846153848,3.0
2011-05-23,1.43,7.14,48.0,1.2892,0.004541000000000002,2.0
2011-05-24,1.31,9.88,331.0,1.2015384615384614,0.003245538461538467,2.0
2011-05-25,1.65,6.67,42.0,1.3732,0.008405999999999985,2.0
2011-05-26,1.36,7.14,49.0,1.211818181818182,0.005148917748917764,2.0
2011-05-27,1.45,14.29,325.0,1.2385,0.01399236842105264,4.0
2011-05-28,1.72,7.69,44.0,1.5296153846153848,0.013323846153846169,4.0
2011-05-29,2.06,9.09,42.0,1.6156,0.05117566666666664,3.0
2011-05-30,1.71,9.09,54.0,1.4230434782608694,0.04884940711462453,2.0
2011-05-31,1.66,7.69,42.0,1.4253846153846155,0.01435384615384617,2.0
2011-06-01,1.79,7.69,45.0,1.5687499999999999,0.022133152173913047,2.0
2011-06-02,1.7,8.33,48.0,1.4215384615384616,0.02002953846153846,2.0
2011-06-03,1.29,6.25,49.0,1.105,0.008857999999999982,2.0
2011-06-04,1.5,8.33,54.0,1.1808333333333334,0.023164492753623155,3.0
2011-06-05,1.43,11.76,310.0,1.1857692307692307,0.006033384615384595,4.0
2011-06-06,1.36,11.11,303.0,1.17,0.008541666666666675,3.0
2011-06-07,1.11,11.76,317.0,0.9958333333333335,0.009138405797101453,2.0
2011-06-08,1.48,7.14,54.0,1.3142307692307693,0.011409384615384634,3.0
2011-06-09,1.76,7.69,54.0,1.5384,0.007397333333333339,2.0
2011-06-10,1.7,8.33,49.0,1.5648,0.006809333333333337,2.0
2011-06-11,2.0,8.33,52.0,1.6434615384615385,0.024751538461538453,2.0
2011-06-12,1.82,12.5,319.0,1.5853846153846154,0.0199538461538462,3.0
2011-06-13,1.35,7.14,49.0,1.1415384615384616,0.012909538461538483,2.0
2011-06-14,0.99,8.33,41.0,0.9165217391304347,0.002696442687747035,2.0
2011-06-15,1.23,5.56,51.0,1.1326923076923077,0.002884461538461529,1.0
2011-06-16,1.54,8.33,51.0,1.3853846153846152,0.006425846153846156,1.0
2011-06-17,1.52,7.69,42.0,1.3568,0.011497666666666644,1.0
2011-06-18,1.71,9.09,52.0,1.3534615384615383,0.028967538461538486,1.0
2011-06-19,1.62,8.33,48.0,1.4572,0.009612666666666674,1.0
2011-06-20,1.7,9.09,40.0,1.5634615384615385,0.005631538461538439,1.0
2011-06-21,1.55,8.33,42.0,1.4691666666666665,0.003807971014492752,2.0
2011-06-22,1.49,15.38,249.0,1.3096,0.010479000000000011,2.0
2011-06-23,1.53,6.25,47.0,1.3824,0.0033189999999999956,1.0
2011-06-24,1.51,7.14,51.0,1.3858333333333333,0.006442753623188402,1.0
2011-06-25,1.74,7.69,49.0,1.4996153846153848,0.012843846153846171,1.0
2011-06-26,1.58,7.69,52.0,1.42375,0.00412880434782609,1.0
2011-06-27,1.65,7.69,47.0,1.4257692307692307,0.017489384615384615,1.0
2011-06-28,1.56,7.69,45.0,1.279375,0.03129958333333334,2.0
2011-06-29,1.09,6.67,38.0,0.9742307692307691,0.002361384615384621,2.0
2011-06-30,1.07,11.11,335.0,0.9259999999999999,0.0033000000000000026,2.0
2011-07-01,1.23,7.69,9.0,1.0973076923076923,0.0024044615384615376,2.0
2011-07-02,1.1,6.67,18.0,1.0223076923076924,0.0014664615384615436,2.0
2011-07-03,1.07,6.25,35.0,0.9823076923076923,0.005714461538461541,1.0
2011-07-04,0.84,6.67,44.0,0.7868,0.0012643333333333354,1.0
2011-07-05,1.11,5.88,47.0,0.9684615384615385,0.006301538461538469,1.0
2011-07-06,1.45,7.14,48.0,1.2234615384615386,0.012063538461538457,1.0
2011-07-07,2.08,8.33,55.0,1.8846153846153846,0.012689846153846138,2.0
2011-07-08,2.17,8.33,51.0,2.0032,0.009264333333333314,3.0
2011-07-09,1.96,9.09,48.0,1.6816666666666666,0.012684057971014491,3.0
2011-07-10,1.72,9.09,41.0,1.5057692307692307,0.006897384615384622,2.0
2011-07-11,1.53,8.33,42.0,1.3616666666666666,0.007127536231884069,2.0
2011-07-12,1.21,8.33,44.0,1.13,0.0017519999999999949,1.0
2011-07-13,1.12,6.67,38.0,0.9941666666666666,0.004634057971014499,1.0
2011-07-14,1.28,7.14,47.0,1.0904347826086958,0.012386166007905137,1.0
2011-07-15,1.33,7.14,44.0,1.2184615384615385,0.007245538461538463,1.0
2011-07-16,1.53,7.14,44.0,1.3191666666666666,0.011460144927536225,1.0
2011-07-17,1.6,7.69,42.0,1.4342307692307692,0.004833384615384623,1.0
2011-07-18,1.51,7.14,51.0,1.4083333333333332,0.0048231884057971,1.0
2011-07-19,1.55,7.69,42.0,1.3508000000000002,0.009382666666666652,1.0
2011-07-20,1.62,7.69,42.0,1.4016666666666666,0.01811014492753628,1.0
2011-07-21,1.6,9.09,24.0,1.4565,0.0073081578947368385,3.0
2011-07-22,1.81,9.09,24.0,1.628695652173913,0.007993675889328039,3.0
2011-07-23,1.74,9.09,30.0,1.5392307692307694,0.01719938461538457,3.0
2011-07-24,1.54,8.33,47.0,1.3652000000000002,0.005775999999999996,2.0
2011-07-25,1.28,8.33,38.0,1.1476,0.004402333333333336,2.0
2011-07-26,1.4,7.69,47.0,1.2661538461538462,0.007656615384615394,2.0
2011-07-27,1.4,7.69,52.0,1.2779166666666668,0.005625905797101457,2.0
2011-07-28,1.28,7.14,45.0,1.1992,0.002540999999999995,1.0
2011-07-29,1.39,6.67,49.0,1.2052,0.007676000000000007,1.0
2011-07-30,1.37,7.69,54.0,1.1472,0.01095433333333337,1.0
2011-07-31,1.19,6.25,45.0,1.0592307692307692,0.007527384615384611,1.0
2011-08-01,1.33,9.88,44.0,1.2725,0.0020630434782608733,2.0
2011-08-02,1.39,9.09,44.0,1.2488461538461537,0.004338615384615406,2.0
2011-08-03,1.29,7.14,48.0,1.1627272727272726,0.0030779220779220758,1.0
2011-08-04,1.63,7.69,49.0,1.4791666666666667,0.0049297101449275295,2.0
2011-08-05,2.19,8.33,51.0,1.8366666666666667,0.04775333333333328,3.0
2011-08-06,1.75,8.33,47.0,1.5287499999999998,0.007254891304347839,2.0
2011-08-07,1.6,6.67,48.0,1.3719999999999999,0.014949999999999996,2.0
2011-08-08,1.21,6.25,37.0,1.0992,0.00469933333333334,2.0
2011-08-09,1.24,8.33,49.0,1.1124,0.00835233333333336,2.0
2011-08-10,1.33,8.33,51.0,1.1554166666666668,0.0060432971014492695,2.0
2011-08-11,1.49,6.67,45.0,1.2654166666666666,0.01818242753623187,2.0
2011-08-12,1.18,14.29,311.0,1.028695652173913,0.01225731225296449,3.0
2011-08-13,1.14,12.5,310.0,1.0455,0.0034681578947368366,3.0
2011-08-14,1.18,11.76,314.0,1.07,0.004400000000000006,2.0
2011-08-15,1.37,6.25,49.0,1.208076923076923,0.011208153846153812,2.0
2011-08-16,1.38,6.25,45.0,1.2146666666666666,0.013526666666666643,1.0
2011-08-17,1.47,6.67,40.0,1.2726923076923078,0.01179646153846154,1.0
2011-08-18,1.25,6.67,48.0,1.1420833333333333,0.005478079710144918,1.0
2011-08-19,1.14,7.14,44.0,1.0588000000000002,0.0021943333333333337,1.0
2011-08-20,1.38,6.25,47.0,1.1919230769230769,0.012600153846153855,1.0
2011-08-21,1.07,5.88,44.0,0.9268,0.006064333333333338,1.0
2011-08-22,1.02,5.26,35.0,0.9229166666666666,0.0024476449275362367,1.0
2011-08-23,0.95,9.88,321.0,0.8513043478260869,0.002411857707509877,2.0
2011-08-24,1.0,9.88,349.0,0.9048,0.003017666666666665,2.0
2011-08-25,1.15,9.88,357.0,1.018181818181818,0.0031298701298701315,3.0
2011-08-26,1.04,9.09,355.0,0.9361538461538461,0.0034806153846153754,3.0
2011-08-27,1.04,5.0,27.0,0.9024,0.005593999999999991,2.0
2011-08-28,1.01,5.56,34.0,0.9472727272727273,0.001220779220779222,2.0
2011-08-29,1.35,6.25,42.0,1.2095238095238094,0.0052947619047619176,2.0
2011-08-30,1.22,20.0,256.0,1.1,0.0025181818181818105,2.0
2011-08-31,1.2,16.67,253.0,1.0732,0.0036059999999999916,2.0
2011-09-01,1.08,14.29,267.0,0.9852,0.002301000000000003,2.0
2011-09-02,1.29,7.14,52.0,1.1216,0.008272333333333328,2.0
2011-09-03,1.14,13.33,298.0,1.0526923076923078,0.0027564615384615453,2.0
2011-09-04,0.99,7.14,44.0,0.9064,0.001399,2.0
2011-09-05,1.0,8.33,356.0,0.8825,0.003541304347826084,2.0
2011-09-06,0.82,11.11,33.0,0.7554166666666666,0.0018172101449275366,2.0
2011-09-07,0.94,9.88,6.0,0.8148000000000001,0.004017666666666665,2.0
2011-09-08,1.45,10.53,340.0,1.2730000000000001,0.01295666666666666,5.0
2011-09-09,1.8,11.11,339.0,1.6185714285714288,0.008072857142857142,5.0
2011-09-10,1.6,11.76,340.0,1.3932,0.00991433333333334,5.0
2011-09-11,1.43,9.88,350.0,1.1965384615384616,0.007247538461538469,4.0
2011-09-12,1.34,11.76,356.0,1.1258333333333332,0.01329492753623189,3.0
2011-09-13,1.62,10.53,357.0,1.3423076923076922,0.014890461538461503,4.0
2011-09-14,1.54,10.53,16.0,1.3847826086956523,0.013144268774703568,4.0
2011-09-15,1.02,9.09,13.0,0.8965384615384615,0.003359538461538464,3.0
2011-09-16,1.48,12.5,325.0,1.3496153846153847,0.004059846153846152,3.0
2011-09-17,1.5,7.69,41.0,1.3699999999999999,0.002663999999999994,2.0
2011-09-18,1.35,7.69,49.0,1.2346153846153847,0.004465846153846158,2.0
2011-09-19,1.21,5.56,44.0,1.0561538461538462,0.0055446153846153805,2.0
2011-09-20,1.16,9.09,345.0,1.024,0.003950000000000002,2.0
2011-09-21,2.11,13.33,339.0,1.6180769230769232,0.03992015384615379,6.0
2011-09-22,1.98,11.76,338.0,1.7457692307692307,0.00914538461538464,6.0
2011-09-23,1.63,11.76,339.0,1.4083333333333334,0.01172058823529413,4.0
2011-09-24,1.85,10.53,331.0,1.5884615384615384,0.01002153846153846,5.0
2011-09-25,1.71,9.88,332.0,1.5015384615384615,0.007357538461538456,4.0
2011-09-26,1.25,8.33,331.0,1.15,0.0031368421052631467,3.0
2011-09-27,1.17,9.88,350.0,1.038846153846154,0.00368261538461538,2.0
2011-09-28,1.43,11.11,336.0,1.2434615384615384,0.006791538461538465,3.0
2011-09-29,1.84,11.76,350.0,1.4873076923076924,0.016140461538461538,4.0
2011-09-30,2.16,9.88,0.0,1.8376923076923077,0.014906461538461584,4.0
2011-10-01,1.76,11.11,14.0,1.478076923076923,0.029120153846153855,4.0
2011-10-02,1.2,7.69,18.0,1.1084615384615384,0.002813538461538462,3.0
2011-10-03,1.14,5.88,33.0,1.0715384615384616,0.0015495384615384624,2.0
2011-10-04,1.37,11.11,349.0,1.2757692307692308,0.0027133846153846097,1.0
2011-10-05,1.3,9.09,18.0,1.2165384615384616,0.0021035384615384657,1.0
2011-10-06,1.33,14.29,326.0,1.1157692307692306,0.006105384615384611,3.0
2011-10-07,1.21,11.76,317.0,1.1180769230769232,0.002480153846153847,4.0
2011-10-08,1.3,15.38,319.0,1.1926923076923077,0.004692461538461526,3.0
2011-10-09,1.66,12.5,329.0,1.3968,0.012405999999999999,4.0
2011-10-10,1.59,5.56,45.0,1.3311538461538461,0.011706615384615385,4.0
2011-10-11,2.3,13.33,319.0,1.9446153846153846,0.03296984615384613,8.0
2011-10-12,1.69,13.33,335.0,1.5473076923076923,0.0065164615384615335,5.0
2011-10-13,2.59,10.53,345.0,1.8746153846153848,0.08064984615384613,4.0
2011-10-14,3.07,9.88,9.0,2.5819047619047617,0.0588061904761905,5.0
2011-10-15,2.53,9.88,27.0,2.205,0.03761800000000003,4.0
2011-10-16,1.97,9.88,16.0,1.8334615384615385,0.0038875384615384557,3.0
2011-10-17,1.88,11.76,41.0,1.6926923076923077,0.00871646153846153,4.0
2011-10-18,1.87,9.88,38.0,1.5869230769230769,0.014838153846153881,4.0
2011-10-19,1.37,9.88,7.0,1.2525,0.004153333333333339,2.0
2011-10-20,1.32,9.88,346.0,1.2215384615384615,0.0023415384615384765,2.0
2011-10-21,1.17,8.33,11.0,1.0292307692307694,0.004351384615384623,2.0
2011-10-22,0.93,8.33,14.0,0.8580769230769231,0.0016481538461538417,2.0
2011-10-23,2.05,14.29,328.0,1.6157692307692306,0.07335338461538464,8.0
2011-10-24,1.79,13.33,328.0,1.4907692307692306,0.014127384615384639,6.0
2011-10-25,1.25,12.5,328.0,1.0792307692307692,0.004591384615384621,3.0
2011-10-26,1.02,11.11,314.0,0.9014285714285715,0.0041628571428571435,2.0
2011-10-27,0.89,9.88,331.0,0.7823076923076923,0.0021064615384615393,1.0
2011-10-28,1.66,11.76,348.0,1.4296153846153847,0.015315846153846142,4.0
2011-10-29,1.5,10.53,348.0,1.2880769230769231,0.011752153846153827,3.0
2011-10-30,1.27,6.67,37.0,1.1607692307692308,0.0026793846153846113,2.0
2011-10-31,2.03,16.67,336.0,1.7449999999999999,0.02542599999999999,7.0
2011-11-01,2.08,14.29,343.0,1.7005263157894739,0.04298304093567256,5.0
2011-11-02,1.51,7.69,42.0,1.4030769230769229,0.0035901538461538384,2.0
2011-11-03,1.89,11.76,326.0,1.7171428571428573,0.016241428571428553,2.0
2011-11-04,1.78,8.33,35.0,1.6545833333333333,0.002791123188405801,2.0
2011-11-05,1.97,14.29,317.0,1.7449999999999999,0.012026000000000012,5.0
2011-11-06,2.06,14.29,340.0,1.9200000000000002,0.010928,4.0
2011-11-07,1.94,12.5,328.0,1.738846153846154,0.0105226153846154,3.0
2011-11-08,1.5,7.69,45.0,1.3699999999999999,0.006409090909090905,2.0
2011-11-09,2.04,6.67,42.0,1.7780769230769229,0.008800153846153845,2.0
2011-11-10,2.78,9.88,16.0,2.085,0.24069000000000013,4.0
2011-11-11,2.68,9.88,14.0,2.51625,0.006158333333333344,5.0
2011-11-12,2.57,11.11,17.0,2.2807692307692307,0.016983384615384588,5.0
2011-11-13,2.11,11.76,27.0,1.9011538461538462,0.016986615384615378,4.0
2011-11-14,1.72,10.53,28.0,1.5753846153846154,0.007593846153846162,3.0
2011-11-15,1.27,9.88,6.0,1.1356,0.005209000000000001,2.0
2011-11-16,1.06,7.69,48.0,0.9388461538461539,0.005890615384615395,1.0
2011-11-17,1.4,11.11,342.0,1.1923076923076923,0.010562461538461519,3.0
2011-11-18,1.72,7.14,48.0,1.5557692307692308,0.008217384615384602,2.0
2011-11-19,1.89,8.33,41.0,1.643076923076923,0.008542153846153831,2.0
2011-11-20,2.18,14.29,7.0,1.9519230769230769,0.017328153846153847,5.0
2011-11-21,2.04,13.33,14.0,1.8926923076923077,0.00510046153846153,3.0
2011-11-22,1.85,13.33,322.0,1.6730434782608694,0.009258498023715407,4.0
2011-11-23,2.55,12.5,338.0,2.253076923076923,0.015246153846153845,6.0
2011-11-24,2.34,11.76,342.0,2.0726923076923076,0.010212461538461533,6.0
2011-11-25,1.71,11.11,342.0,1.4734615384615386,0.013271538461538456,4.0
2011-11-26,4.16,14.29,343.0,2.335769230769231,0.7987373846153842,6.0
2011-11-27,4.08,13.33,325.0,3.5153846153846158,0.10556184615384621,12.0
2011-11-28,2.79,11.76,355.0,2.453846153846154,0.040640615384615296,7.0
2011-11-29,1.95,9.09,34.0,1.6315384615384616,0.024565538461538458,4.0
2011-11-30,1.89,14.29,315.0,1.6400000000000001,0.02315200000000001,6.0
2011-12-01,3.34,14.29,321.0,2.7023076923076923,0.052178461538461604,12.0
2011-12-02,3.03,13.33,324.0,2.667307692307692,0.021684461538461444,10.0
2011-12-03,2.59,9.88,13.0,2.1115384615384616,0.028949538461538506,7.0
2011-12-04,1.54,10.53,4.0,1.316153846153846,0.015680615384615352,3.0
2011-12-05,1.41,9.09,45.0,1.2573076923076922,0.003972461538461539,2.0
2011-12-06,2.77,14.29,325.0,2.293076923076923,0.09891815384615388,10.0
2011-12-07,2.33,10.53,352.0,2.110384615384615,0.012051846153846104,8.0
